case,site_osm_id,inference_start,damage_threshold,overture_id,T_statistic,T_signed,damage,damage_strict,damage_score,damage_mode
case2_trypilska,2271440,2024-04-11,3.9,dadfc226-b7e6-4c6b-b65e-2af36afb5ad0,3.0213165283203125,3.1584884325663256,0,0,0.6042633056640625,increase
case2_trypilska,2271440,2024-04-11,3.9,8ebf6306-6094-4a39-8a90-8742e4d5cbff,3.0080151557922363,3.2103385480529356,0,0,0.6016030311584473,increase
case2_trypilska,2271440,2024-04-11,3.9,8003b96d-9066-4f4f-b63b-c19c57db7ace,3.0023295879364014,3.032537122892443,0,0,0.6004659175872803,increase
case2_trypilska,2271440,2024-04-11,3.9,ead69f6b-2d31-4367-9f2d-95021429d7e1,2.9916679859161377,1.8405597000193776,0,0,0.5983335971832275,increase
case2_trypilska,2271440,2024-04-11,3.9,adfbb680-b62d-4fac-add1-b6cb0a574964,2.9795055389404297,0.4538981081718621,0,0,0.5959011077880859,increase
case2_trypilska,2271440,2024-04-11,3.9,d5d4dfdb-1f8a-4aaf-8619-f8c24d2de991,2.978410243988037,2.361656957860744,0,0,0.5956820487976074,increase
case2_trypilska,2271440,2024-04-11,3.9,f869b37c-257e-4ff1-b9cc-fd4ec0edf620,2.957353115081787,-1.6768720038483023,0,0,0.5914706230163574,decrease
case2_trypilska,2271440,2024-04-11,3.9,49bf767e-75bd-4455-ad2d-45eff4014452,2.933088779449463,2.7265887893518745,0,0,0.5866177558898926,increase
case2_trypilska,2271440,2024-04-11,3.9,04d1e247-417b-4446-acc5-997ff2dd4ec7,2.9278305768966675,-0.4967991539466582,0,0,0.5855661153793335,decrease
case2_trypilska,2271440,2024-04-11,3.9,d596b19c-9a8f-45b5-8a75-9904794434f3,2.887108087539673,-0.17766092564118163,0,0,0.5774216175079345,decrease
case2_trypilska,2271440,2024-04-11,3.9,df1dce7e-9d4b-473e-b3fa-42535ff2ad56,2.8856496810913086,2.936227059326928,0,0,0.5771299362182617,increase
case2_trypilska,2271440,2024-04-11,3.9,ac65c9ed-9954-43f2-9cdc-a0ce4d0e66f6,2.8831560611724854,2.5089551796144454,0,0,0.5766312122344971,increase
case2_trypilska,2271440,2024-04-11,3.9,7634178a-a8fa-4a08-b63b-db7c4d9c019a,2.8811588287353516,2.634955477954156,0,0,0.5762317657470704,increase
case2_trypilska,2271440,2024-04-11,3.9,843d305f-2621-4802-89a1-e25e3efad116,2.8811588287353516,2.5635218752207156,0,0,0.5762317657470704,increase
case2_trypilska,2271440,2024-04-11,3.9,c2a9054e-6e8a-4169-a7ca-009656b4c0c0,2.859569787979126,2.157309317342783,0,0,0.5719139575958252,increase
case2_trypilska,2271440,2024-04-11,3.9,db5f7ffa-72d1-40d0-bb7a-302c929c8474,2.852414608001709,-0.42116734306121295,0,0,0.5704829216003418,decrease
case2_trypilska,2271440,2024-04-11,3.9,660854d8-0984-4e8d-b114-1c314193407b,2.851793050765991,1.5999072572904591,0,0,0.5703586101531982,increase
case2_trypilska,2271440,2024-04-11,3.9,fcc3bd14-f69a-4cb0-bdf1-8cec1b55f8b8,2.837996482849121,1.737282025316038,0,0,0.5675992965698242,increase
case2_trypilska,2271440,2024-04-11,3.9,43faac41-f4dd-4aee-8b0f-d459dc151729,2.83461332321167,2.042751599012912,0,0,0.566922664642334,increase
case2_trypilska,2271440,2024-04-11,3.9,87376ca1-854c-456f-b855-0adbdeb591d8,2.8228518962860107,-0.810246685349293,0,0,0.5645703792572021,decrease
case2_trypilska,2271440,2024-04-11,3.9,1ff245fe-18ed-415e-949e-a17c55c67edc,2.8211915493011475,2.6154707134502657,0,0,0.5642383098602295,increase
case2_trypilska,2271440,2024-04-11,3.9,2ecd4a7a-27ac-4a88-b2d8-9c482e126509,2.8198580741882324,1.2006135082594183,0,0,0.5639716148376465,increase
case2_trypilska,2271440,2024-04-11,3.9,44d1eed5-995f-407c-867a-e468c52ec636,2.7934560775756836,0.22399129901193018,0,0,0.5586912155151367,increase
case2_trypilska,2271440,2024-04-11,3.9,8e82c556-f83a-4f4f-ac03-90c659415512,2.790945529937744,-3.482954664542225,0,0,0.5581891059875488,decrease
case2_trypilska,2271440,2024-04-11,3.9,cac69d8f-3946-4928-af12-2e2934755f75,2.781078338623047,-0.5485445198197656,0,0,0.5562156677246094,decrease
case2_trypilska,2271440,2024-04-11,3.9,7ea78af1-b972-413f-bbbe-4facedfa0f7f,2.775137186050415,-1.466699679263776,0,0,0.555027437210083,decrease
case2_trypilska,2271440,2024-04-11,3.9,33cd0b01-d16d-4aa9-b83a-a303488dbe62,2.7681877613067627,0.17829770824066923,0,0,0.5536375522613526,increase
case2_trypilska,2271440,2024-04-11,3.9,20783aaf-8270-4e0d-8595-17698df2517c,2.764310598373413,0.16204979163149136,0,0,0.5528621196746826,increase
case2_trypilska,2271440,2024-04-11,3.9,f0a0cf1e-3374-46eb-8be1-fa8002dc0b7c,2.74190616607666,1.6797329162157908,0,0,0.548381233215332,increase
case2_trypilska,2271440,2024-04-11,3.9,3613f513-75a1-4645-a31b-74fb357f49a1,2.7402541637420654,-1.4393243823339523,0,0,0.548050832748413,decrease
case2_trypilska,2271440,2024-04-11,3.9,4b3c1829-7c25-49ce-ac5f-cb7b58625de5,2.739793062210083,-1.546240819791753,0,0,0.5479586124420166,decrease
case2_trypilska,2271440,2024-04-11,3.9,00b72d79-c49a-4d47-bd6a-0c88c255ae4e,2.7236831188201904,3.0367016188997074,0,0,0.5447366237640381,increase
case2_trypilska,2271440,2024-04-11,3.9,448ad7cc-c3b5-4746-98ec-9f99d6f6b928,2.719853639602661,0.6125798771558704,0,0,0.5439707279205322,increase
case2_trypilska,2271440,2024-04-11,3.9,113f392a-9e9f-4cd4-983f-e300e31e83dc,2.7131752967834473,2.4185887286856214,0,0,0.5426350593566894,increase
case2_trypilska,2271440,2024-04-11,3.9,8e123125-0127-4855-afd9-66c0519ce8e6,2.7011611461639404,-0.15334289959821149,0,0,0.5402322292327881,decrease
case2_trypilska,2271440,2024-04-11,3.9,e0f905c7-1da2-4014-8d77-6c9a7966aa55,2.662238597869873,3.6305319589550167,0,0,0.5324477195739746,increase
case2_trypilska,2271440,2024-04-11,3.9,ee11e7be-9509-48ea-8769-396fb417fa38,2.661431312561035,2.401853012092953,0,0,0.532286262512207,increase
